customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
1068,Frazer,Searston,Male,5,21-03-1995,Missing,Health,Mass Customer,N,Yes,3,29
1069,Reese,Titterington,Male,85,15-04-1976,Web Designer I,Telecommunications,Mass Customer,N,No,15,48
1070,Albert,Gomery,Male,5,04-06-1995,Account Representative IV,Missing,Mass Customer,N,No,1,28
1071,Chrisy,Miranda,Male,68,29-12-1986,Missing,Retail,High Net Worth,N,No,1,37
1072,Curt,Petrello,Male,60,01-06-1957,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8,66
1073,Elbertina,Donne,Female,77,25-02-1980,Associate Professor,Missing,Affluent Customer,N,Yes,7,44
1074,Griswold,Juett,Male,43,14-07-1974,Accounting Assistant IV,Missing,High Net Worth,N,Yes,18,49
1075,Cullin,Elcoate,Male,26,25-07-1967,Administrative Officer,Manufacturing,High Net Worth,N,No,7,56
1076,Siegfried,Trattles,Male,33,06-06-2000,Pharmacist,Health,Affluent Customer,N,No,2,23
1077,Sheba,Este,Female,8,11-10-1955,Missing,Telecommunications,Mass Customer,N,Yes,18,68
1078,Abe,Pilley,Male,69,05-06-1976,Executive Secretary,Manufacturing,Mass Customer,N,No,20,47
1079,Dennie,L' Anglois,Male,70,03-01-1978,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18,46
1080,Monah,Talbot,Female,70,26-12-1999,Speech Pathologist,Property,Mass Customer,N,Yes,2,24
1081,Marga,Cradduck,Female,25,21-10-1985,Social Worker,Health,Mass Customer,N,No,16,38
1083,Chadd,Fowlds,Male,46,07-08-1996,VP Product Management,Missing,Affluent Customer,N,No,1,27
1084,Serena,Jagson,Female,54,18-05-1994,Accounting Assistant I,Retail,Affluent Customer,N,No,8,30
1085,Lucho,Strafen,Male,4,12-09-1975,Internal Auditor,Health,Mass Customer,N,No,8,48
1086,Ezechiel,Parnall,Male,84,21-06-1989,Statistician IV,Property,Mass Customer,N,Yes,4,34
1087,Lian,Madrell,Female,39,18-09-1979,Financial Analyst,Financial Services,Mass Customer,N,Yes,8,44
1088,Andy,Polgreen,Female,19,21-07-1989,Design Engineer,Missing,High Net Worth,N,Yes,3,34
1089,Korney,Hess,Female,90,17-09-1988,Product Engineer,Property,Affluent Customer,N,No,12,35
1090,Lorettalorna,None,Female,15,15-07-1975,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17,48
1091,Keith,Housden,Male,19,15-04-1980,Missing,Health,Mass Customer,N,No,15,44
1092,Katlin,Creddon,Female,56,22-08-1935,VP Quality Control,Retail,Mass Customer,N,No,5,88
1093,Clarita,Penright,Female,63,13-09-1996,Business Systems Development Analyst,Missing,Affluent Customer,N,No,5,27
1094,Shaughn,Salters,Male,48,27-12-1975,Dental Hygienist,Health,High Net Worth,N,No,19,48
1095,Emelda,Gerler,Female,2,29-08-1958,Project Manager,Health,Mass Customer,N,No,6,65
1096,Jakie,Mungham,Male,33,29-11-1969,Software Test Engineer I,Health,High Net Worth,N,No,14,54
1097,Gwenora,Grabbam,Female,71,31-01-1968,Engineer II,Financial Services,Mass Customer,N,Yes,18,56
1098,Maure,Crow,Female,99,01-02-1989,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12,35
1099,Jarrett,Maffia,Male,12,13-01-1975,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11,49
1100,Cord,Braundt,Male,59,02-01-1983,Engineer I,Manufacturing,Mass Customer,N,No,15,41
1101,Haily,McWilliams,Female,76,22-12-1968,Senior Editor,Missing,Mass Customer,N,No,15,55
1102,Stephana,Puzey,Female,16,17-08-1976,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15,47
1103,Glynnis,Sailor,Female,76,30-01-1978,Financial Advisor,Financial Services,High Net Worth,N,Yes,20,46
1104,Jewelle,Pincott,Female,82,31-12-1959,Programmer III,Retail,Mass Customer,N,No,8,64
1105,Sherman,McCusker,Male,39,10-02-1990,General Manager,Missing,Mass Customer,N,No,18,34
1106,Sibyl,Bigmore,Female,2,17-12-1962,Software Consultant,Retail,Mass Customer,N,No,15,61
1107,Maridel,Whitby,Female,70,17-07-1974,Social Worker,Health,High Net Worth,N,No,18,49
1108,Ginnie,Farriar,Female,86,06-03-1962,Dental Hygienist,Health,Mass Customer,N,No,17,62
1109,Nestor,Billingsley,Male,21,01-09-1989,Web Developer II,Entertainment,High Net Worth,N,No,6,34
1110,Lazar,Cherryman,Male,73,17-03-1991,Information Systems Manager,Retail,High Net Worth,N,No,12,33
1111,Zach,Maynard,Male,96,04-03-1960,Director of Sales,Missing,High Net Worth,N,Yes,18,64
1112,Jarrett,Chiplin,Male,25,22-05-1981,Missing,Missing,Mass Customer,N,Yes,13,43
1113,Dorie,Willock,Male,45,24-06-1992,Recruiter,Property,Mass Customer,N,No,6,31
1114,Evonne,Southan,Female,96,03-06-1976,Structural Engineer,Retail,Mass Customer,N,No,14,47
1115,Merola,Stutard,Female,33,18-01-1970,Account Coordinator,Missing,High Net Worth,N,Yes,17,54
1116,Tori,Coche,Female,59,26-06-1974,Assistant Manager,Health,Mass Customer,N,Yes,16,49
1117,Georgena,Guilaem,Female,83,01-12-1975,Quality Engineer,Missing,Affluent Customer,N,No,14,48
1118,Colline,Coulman,Female,95,19-12-1975,Sales Representative,Retail,Mass Customer,N,Yes,9,48
1119,Lemmy,Bennit,Male,43,09-10-1976,Missing,Entertainment,Mass Customer,N,Yes,19,47
1120,Jacquelyn,Rowlinson,Female,87,31-08-1980,Web Developer IV,Retail,Affluent Customer,N,No,12,43
1121,Dione,Raithby,Female,30,21-01-1984,Registered Nurse,Health,Mass Customer,N,Yes,3,40
1122,Gerladina,Carney,Female,59,19-12-1985,Missing,Missing,Mass Customer,N,No,11,38
1123,Dominick,Downey,Male,50,18-06-1962,Missing,Property,Mass Customer,N,No,13,61
1124,Eben,Threader,Male,36,03-02-1965,Health Coach III,Health,Affluent Customer,N,Yes,9,59
1125,Raff,Everley,Male,25,19-01-1990,Software Test Engineer III,IT,Affluent Customer,N,No,9,34
1126,Atlante,Sonley,Female,77,27-09-1973,Executive Secretary,Missing,Mass Customer,N,No,14,50
1127,Elly,Ormshaw,Female,30,27-02-1991,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8,33
1128,Kirsten,Longman,Female,47,12-04-1992,Financial Advisor,Financial Services,Mass Customer,N,Yes,8,32
1129,Hercule,None,Male,2,29-06-1977,VP Marketing,Entertainment,Mass Customer,N,Yes,9,46
1130,Juli,Prine,Female,90,06-12-1964,Sales Associate,Missing,Mass Customer,N,No,16,59
1131,Sigmund,Barkworth,Male,16,07-08-1956,VP Marketing,Missing,Mass Customer,N,No,15,67
1132,Coriss,Darkott,Female,99,01-08-1985,Actuary,Financial Services,Affluent Customer,N,Yes,9,38
1133,Forrester,McFetridge,Male,88,26-01-1968,Missing,Manufacturing,Affluent Customer,N,No,6,56
1134,Sullivan,Scullion,Male,22,30-09-1994,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3,29
1135,Mireielle,Avrasin,Female,60,03-05-1980,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11,44
1136,Ivan,Blackhall,Male,72,31-08-1977,Executive Secretary,Property,High Net Worth,N,No,7,46
1137,Jermayne,Hryniewicki,Male,46,03-07-1977,Business Systems Development Analyst,Missing,Mass Customer,N,No,18,46
1138,Elli,Loxdale,Female,77,21-09-1991,Statistician I,Retail,Mass Customer,N,Yes,5,32
1139,Shellysheldon,Wickey,Male,52,15-09-1982,Editor,Manufacturing,Mass Customer,N,Yes,16,41
1140,Deana,Rathbourne,Female,32,25-02-1986,Executive Secretary,Missing,Mass Customer,N,Yes,13,38
1141,Shannah,Gritsaev,Female,70,19-09-1981,Missing,Financial Services,High Net Worth,N,Yes,4,42
1142,Michal,Paiton,Male,95,07-05-1998,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2,26
1143,Goraud,Boissieux,Male,64,06-03-1955,Office Assistant IV,Health,Mass Customer,N,Yes,6,69
1144,Damon,Phelip,Male,73,12-12-1996,Environmental Specialist,Health,High Net Worth,N,Yes,5,27
1145,Korella,Begin,Female,80,26-09-1965,Missing,Property,Mass Customer,N,Yes,14,58
1146,Hadleigh,Birley,Male,88,31-08-1992,Assistant Professor,Financial Services,High Net Worth,N,No,8,31
1147,Tate,Studholme,Male,71,09-07-1968,Health Coach II,Entertainment,High Net Worth,N,Yes,9,55
1148,Inigo,Ojeda,Male,60,28-09-1987,Statistician IV,Financial Services,High Net Worth,N,No,5,36
1149,Ki,Odo,Female,29,30-09-1967,Developer III,Missing,Affluent Customer,N,Yes,14,56
1150,Bernelle,Warwick,Female,64,26-09-1975,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13,48
1151,Brena,Amburgy,Female,27,06-04-1965,VP Product Management,Argiculture,High Net Worth,N,Yes,19,59
1152,Humfrid,Ducket,Male,47,23-06-1998,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3,25
1153,Mirilla,Lothlorien,Female,53,17-01-1995,Desktop Support Technician,Health,Mass Customer,N,Yes,3,29
1154,Chase,Youd,Male,26,24-11-1974,Research Nurse,Health,Mass Customer,N,Yes,20,49
1155,Janetta,Hartrick,Female,73,15-01-1994,VP Marketing,Property,Mass Customer,N,Yes,9,30
1156,Breena,Risebrow,Female,22,16-10-1997,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1,26
1157,Saunder,Camerati,Male,69,03-04-1974,Research Nurse,Health,Affluent Customer,N,Yes,17,50
1158,Butch,Geertje,Male,85,17-02-1985,Senior Quality Engineer,Missing,Mass Customer,N,Yes,19,39
1159,Elbert,Bridgement,Male,94,28-01-1993,Librarian,Entertainment,Mass Customer,N,No,1,31
1160,Trisha,Nisuis,Female,98,08-04-1965,Speech Pathologist,IT,Affluent Customer,N,No,10,59
1161,Sibylle,Cutsforth,Female,86,14-01-1977,Senior Quality Engineer,Retail,Mass Customer,N,No,15,47
1162,Ambrose,Raiston,Male,29,13-04-1990,Marketing Assistant,Missing,Mass Customer,N,Yes,7,34
1163,Manolo,Dwire,Male,77,13-11-1981,Cost Accountant,Financial Services,High Net Worth,N,Yes,8,42
1164,Gilligan,Mowat,Female,97,09-01-1977,Food Chemist,Health,Mass Customer,N,Yes,17,47
1165,Fanni,Wakelin,Female,58,23-06-1993,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2,30
1166,Fannie,Devil,Female,40,05-12-1972,Quality Control Specialist,Health,Affluent Customer,N,No,8,51
1167,Elberta,Crickett,Female,20,03-06-1996,Software Test Engineer III,Health,Mass Customer,N,No,4,27
1168,Iosep,Shaddick,Male,44,16-02-1965,Pharmacist,Health,Affluent Customer,N,No,18,59
1169,Kessiah,Corden,Female,33,09-08-1967,Actuary,Financial Services,Mass Customer,N,Yes,13,56
1170,Lari,Rotte,Female,62,30-11-1964,Assistant Professor,IT,Mass Customer,N,Yes,4,59
1171,Ilise,Solloway,Female,32,15-08-1971,Human Resources Manager,Missing,Affluent Customer,N,Yes,8,52
1172,Smith,Babbs,Male,48,12-04-1974,Recruiter,Missing,Mass Customer,N,Yes,17,50
1173,Gertie,Chaim,Female,58,02-03-1978,Statistician IV,Retail,High Net Worth,N,No,16,46
1175,Paige,Hodgin,Male,8,22-09-1985,Human Resources Manager,Missing,Mass Customer,N,No,8,38
1176,Celia,Dockerty,Female,7,16-01-1976,Software Engineer IV,Missing,Affluent Customer,N,Yes,7,48
1177,Bobbette,Pozzi,Female,47,31-08-1953,Food Chemist,Health,Affluent Customer,N,Yes,6,70
1178,Angelo,Byne,Male,1,26-05-1970,Pharmacist,Health,Mass Customer,N,No,13,53
1179,Kerry,Pashenkov,Male,56,15-08-1988,Media Manager IV,Financial Services,High Net Worth,N,Yes,13,35
1180,Gaye,Quickenden,Female,48,17-08-1975,Account Representative I,Financial Services,Affluent Customer,N,No,10,48
1181,Brita,Plant,Female,2,06-06-1978,Tax Accountant,Argiculture,Mass Customer,N,No,8,45
1182,Carolann,Ottiwill,Female,84,11-01-1975,Data Coordiator,IT,Mass Customer,N,Yes,7,49
1183,Joe,Shalliker,Male,50,14-11-1958,Media Manager II,Missing,Affluent Customer,N,No,6,65
1184,Auberta,Teodori,Female,89,07-10-1968,Social Worker,Health,Mass Customer,N,No,13,55
1185,Xena,Rossbrooke,Female,17,23-07-2000,VP Product Management,Missing,Mass Customer,N,Yes,2,23
1186,Brantley,Cecchi,Male,70,28-05-1977,Help Desk Operator,Manufacturing,Affluent Customer,N,Yes,20,46
1187,Antonino,Hogben,Male,65,21-10-1998,Missing,Financial Services,Mass Customer,N,No,1,25
1188,Sally,Cominoli,Female,14,23-02-1984,Statistician IV,Missing,Affluent Customer,N,Yes,4,40
1189,Mart,Bazoche,Male,22,29-08-1988,Geologist I,Health,High Net Worth,N,Yes,8,35
1190,Sib,Gilby,Female,67,07-09-1968,Assistant Professor,Financial Services,Affluent Customer,N,Yes,10,55
1191,Merrielle,Vegas,Female,20,22-05-1996,Director of Sales,Missing,Mass Customer,N,Yes,1,28
1192,Hollyanne,McCarter,Female,31,12-12-1969,VP Quality Control,Manufacturing,Mass Customer,N,No,16,54
1193,Quintus,Whear,Male,58,21-01-1986,Safety Technician I,Retail,High Net Worth,N,No,5,38
1194,Audry,Scurrey,Female,69,25-03-1992,Junior Executive,Telecommunications,Affluent Customer,N,No,3,32
1195,Ally,Folliott,Female,0,22-03-1978,VP Marketing,Telecommunications,Mass Customer,N,No,18,46
1196,Phillie,Bradforth,Female,23,19-03-1998,Research Nurse,Health,Mass Customer,N,No,2,26
1197,Isobel,Lampett,Female,44,16-10-1997,Professor,Financial Services,High Net Worth,N,Yes,5,26
1198,Alina,Rickson,Female,73,30-09-1973,Sales Representative,Retail,High Net Worth,N,No,7,50
1199,Ludovico,Bertot,Male,7,14-06-1958,VP Accounting,Financial Services,Affluent Customer,N,Yes,5,65
1200,Hedda,Lathom,Female,38,30-04-1974,Librarian,Entertainment,High Net Worth,N,No,18,50
1201,Stephani,Mellhuish,Female,42,28-11-1955,Missing,Manufacturing,Mass Customer,N,No,10,68
1202,Rollie,None,Male,90,26-02-1992,Sales Representative,Retail,Mass Customer,N,Yes,8,32
1203,Claresta,Carnier,Female,38,06-05-1988,Technical Writer,Health,Affluent Customer,N,No,22,36
1204,Trudy,Huffy,Female,12,24-03-1971,Senior Developer,Manufacturing,Affluent Customer,N,Yes,16,53
1205,Barton,Baudts,Male,38,05-06-1978,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,13,45
1206,Lucina,Metcalf,Female,13,07-05-1978,Paralegal,Financial Services,Mass Customer,N,No,13,46
1207,Mabel,Marousek,Female,30,25-09-1997,Engineer IV,Health,Mass Customer,N,No,1,26
1208,Lira,Durn,Female,23,26-12-1983,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15,40
1209,Jacky,Jerosch,Male,40,06-09-1977,Senior Developer,Property,High Net Worth,N,Yes,11,46
1211,Gunar,Petasch,Male,45,23-07-1978,VP Sales,Financial Services,Affluent Customer,N,Yes,14,45
1212,Cindy,Freeborn,Female,28,24-10-1968,Legal Assistant,Property,Affluent Customer,N,No,13,55
1213,Matthieu,Schruur,Male,80,21-10-1973,Accounting Assistant II,Missing,High Net Worth,N,No,15,50
1214,Martino,Shalcros,Male,0,01-05-1989,Internal Auditor,Property,High Net Worth,N,No,15,35
1215,Dyann,Turbard,Female,79,26-02-1967,VP Quality Control,Manufacturing,Mass Customer,N,No,11,57
1216,Frank,Vallerine,Female,15,25-06-1959,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10,64
1217,Dulcinea,Janssen,Female,67,19-08-1968,Structural Engineer,Manufacturing,High Net Worth,N,No,16,55
1218,Marlie,Lister,Female,12,09-01-1982,Missing,Missing,Mass Customer,N,Yes,7,42
1219,Kaine,Parkeson,Male,93,04-11-1971,Missing,Financial Services,Mass Customer,N,No,14,52
1220,Paulie,Akerman,Male,12,08-06-1987,Editor,Missing,High Net Worth,N,No,14,36
1221,Byrom,Draisey,Male,75,25-09-1995,VP Product Management,Health,High Net Worth,N,Yes,14,28
1222,Barbey,Ville,Female,83,01-11-1970,Account Executive,Property,Mass Customer,N,No,19,53
1223,Kristyn,None,Female,19,05-01-1965,Senior Sales Associate,Manufacturing,Mass Customer,N,Yes,16,59
1224,Aundrea,Reisenberg,Female,9,04-04-1977,Junior Executive,Manufacturing,Mass Customer,N,No,16,47
1225,Arte,Witchell,Male,5,22-01-1988,Clinical Specialist,Health,Mass Customer,N,Yes,10,36
1226,Constantia,Sirr,Female,32,16-03-1981,Director of Sales,Health,Mass Customer,N,Yes,13,43
1227,Carlina,Pencot,Female,63,30-09-1989,Software Engineer I,IT,Affluent Customer,N,Yes,12,34
1228,Marti,Bisterfeld,Female,43,27-04-1962,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,6,62
1229,Sebastian,Trass,Male,38,08-01-2000,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1,24
1230,Eben,Powley,Male,61,24-07-1985,Missing,Financial Services,Mass Customer,N,Yes,10,38
1231,Aloisia,Shawel,Female,94,28-07-1973,Social Worker,Health,Affluent Customer,N,No,18,50
1232,Stillmann,Wilfling,Male,83,12-09-1959,Help Desk Operator,Property,Affluent Customer,N,No,20,64
1233,Keeley,Hawsby,Female,17,07-07-1978,Missing,Retail,Affluent Customer,N,Yes,16,45
1234,Rancell,Yven,Male,87,19-04-1965,Geologist I,Missing,Mass Customer,N,No,17,59
1235,Sharon,Cranage,Female,24,28-02-1969,Dental Hygienist,Health,Mass Customer,N,No,9,55
1236,Bryanty,Megarrell,Male,75,21-05-1974,Web Designer IV,Financial Services,High Net Worth,N,Yes,18,50
1237,Junia,Humerstone,Female,6,31-12-1969,Research Nurse,Health,High Net Worth,N,No,16,54
1238,Steward,Beedham,Male,24,01-06-1978,Graphic Designer,Missing,Affluent Customer,N,Yes,6,45
1239,Carroll,Cobbin,Male,9,28-02-1978,Missing,Missing,Mass Customer,N,Yes,17,46
1240,Pen,Earey,Female,64,13-05-1965,Sales Associate,Manufacturing,Mass Customer,N,Yes,19,59
1241,Lolly,Junkison,Female,23,22-03-1986,Pharmacist,Health,Affluent Customer,N,Yes,11,38
1242,Bartholomeo,Meeke,Male,36,04-02-1973,Human Resources Assistant III,Property,High Net Worth,N,Yes,18,51
1243,Robbert,Blakey,Male,73,09-08-1953,Research Assistant II,Retail,Mass Customer,N,No,8,70
1245,Erin,Shawell,Male,34,31-05-1994,Product Engineer,Manufacturing,Affluent Customer,N,No,1,29
1246,Ibrahim,Wibrew,Male,94,10-08-1993,Missing,Missing,High Net Worth,N,No,6,30
1247,Hildagarde,Eyrl,Female,15,05-10-1960,Geologist I,Entertainment,Affluent Customer,N,No,11,63
1248,Genia,Bartel,Female,31,18-12-1963,General Manager,Missing,Affluent Customer,N,Yes,7,60
1249,Tabb,McKeowon,Male,11,31-10-1967,Missing,Telecommunications,Mass Customer,N,No,16,56
1250,Jacklyn,Kewley,Female,42,02-11-2001,Help Desk Technician,Manufacturing,Mass Customer,N,No,1,22
1251,Codie,Arnecke,Male,63,01-10-1997,Desktop Support Technician,Property,Mass Customer,N,No,2,26
1252,Les,Ellwood,Male,46,16-01-1965,Recruiting Manager,Manufacturing,Mass Customer,N,Yes,14,59
1253,Mahalia,None,Female,81,19-08-1996,Research Assistant I,Manufacturing,Mass Customer,N,No,5,27
1254,Quillan,McDuffie,Male,60,18-12-1958,Graphic Designer,Retail,Mass Customer,N,Yes,5,65
1255,Erhart,Glazebrook,Male,5,20-05-1982,Missing,Health,Affluent Customer,N,No,11,42
1256,Granny,Lukes,Male,8,11-05-1986,Food Chemist,Health,High Net Worth,N,No,9,38
1257,Prentiss,MacVicar,Male,40,19-06-1972,Assistant Professor,Property,Affluent Customer,N,Yes,9,51
1258,Nefen,Ferriere,Male,89,21-04-1978,Geological Engineer,Manufacturing,Mass Customer,N,No,6,46
1259,Emmi,Dymock,Female,23,24-11-1973,Assistant Professor,Financial Services,Mass Customer,N,No,9,50
1260,Fremont,Spawton,Male,92,01-10-1989,Tax Accountant,Property,Mass Customer,N,No,9,34
1261,Candice,Lohde,Female,61,16-02-1971,Legal Assistant,Manufacturing,Mass Customer,N,No,4,53
1262,Aindrea,MacConchie,Female,90,07-12-1967,Technical Writer,Missing,High Net Worth,N,Yes,19,56
1263,Elliot,Posselow,Male,41,16-06-1973,Nurse,Manufacturing,Affluent Customer,N,No,8,50
1264,Michail,Heart,Male,48,28-02-1994,Missing,Health,Mass Customer,N,Yes,7,30
1265,Kipper,Monck,Male,72,22-07-1987,Biostatistician I,Property,Mass Customer,N,Yes,2,36
1266,Harry,None,Male,68,02-05-1978,Human Resources Manager,Health,Mass Customer,N,Yes,10,46
1267,Leopold,Dainton,Male,39,03-06-1979,Safety Technician IV,Entertainment,Affluent Customer,N,Yes,19,44
1268,Baudoin,McCartney,Male,20,06-12-1989,Missing,Financial Services,High Net Worth,N,Yes,2,34
1269,Ravid,Kilgallon,Male,56,25-08-1990,Account Coordinator,Property,High Net Worth,N,Yes,7,33
1270,Cullen,Langshaw,Male,72,27-02-1983,Paralegal,Financial Services,Affluent Customer,N,No,10,41
1271,Jo-anne,Pringer,Female,71,11-07-1994,Accounting Assistant II,Telecommunications,Mass Customer,N,Yes,6,29
1272,Nettie,Bulfit,Female,2,04-04-1985,Missing,Manufacturing,Affluent Customer,N,No,17,39
1273,Hieronymus,Whinray,Male,48,31-07-1974,General Manager,Financial Services,Affluent Customer,N,Yes,14,49
1274,Emmerich,Tinkler,Male,12,16-11-1977,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20,46
1275,Francisca,Whittek,Female,70,10-01-1966,General Manager,Health,Mass Customer,N,Yes,8,58
1276,Farrel,Waiting,Male,24,07-06-1964,Dental Hygienist,Health,Affluent Customer,N,No,4,59
1277,Elias,Gerrie,Male,26,26-12-1972,Help Desk Technician,Missing,Mass Customer,N,Yes,9,51
1278,Betsy,Schruurs,Female,14,15-11-1998,Pharmacist,Health,Affluent Customer,N,No,2,25
1279,Burr,Lygoe,Male,30,12-08-1962,Staff Accountant I,Financial Services,Mass Customer,N,No,20,61
1280,Horacio,Peyntue,Male,71,24-01-1978,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,15,46
1281,Leighton,Zisneros,Male,29,07-07-1968,Administrative Assistant III,Manufacturing,Affluent Customer,N,Yes,16,55
1282,Garald,Pidler,Male,99,15-11-1980,Programmer Analyst III,Entertainment,Affluent Customer,N,Yes,14,43
1283,Tory,Minnette,Female,43,23-08-1994,Clinical Specialist,Health,Mass Customer,N,No,1,29
1284,Alexis,Aronov,Male,30,28-01-1976,Junior Executive,Entertainment,Affluent Customer,N,No,11,48
1285,Tomkin,Fudge,Male,44,23-05-1973,Office Assistant III,Manufacturing,Mass Customer,N,Yes,12,51
1286,Mina,Clawley,Female,83,28-06-1975,Senior Quality Engineer,Manufacturing,High Net Worth,N,Yes,16,48
1287,Nicko,Saddleton,Male,72,23-10-1960,Systems Administrator I,Financial Services,Mass Customer,N,Yes,20,63
1288,Abra,Cuardall,Female,51,07-10-1979,Desktop Support Technician,Financial Services,Affluent Customer,N,Yes,18,44
1289,Shelley,Stroyan,Male,35,16-07-1973,Missing,Missing,Mass Customer,N,Yes,8,50
1290,Vassily,Ramalho,Male,49,08-08-1967,VP Marketing,Financial Services,High Net Worth,N,Yes,6,56
1291,Warner,Zuker,Male,0,16-08-1980,Quality Engineer,Health,Mass Customer,N,No,12,43
1292,Alice,Backson,Female,56,02-06-1961,Missing,Missing,Affluent Customer,N,No,20,62
1293,Vidovic,Fretson,Male,89,07-10-1980,Quality Engineer,IT,Mass Customer,N,No,8,43
1294,Cari,Worling,Female,31,28-09-1974,Missing,Manufacturing,Mass Customer,N,Yes,15,49
1295,Irving,Murton,Male,66,25-01-1997,Nurse,Argiculture,Mass Customer,N,Yes,5,27
1296,Essy,Vondrak,Female,61,11-03-1989,Paralegal,Financial Services,Affluent Customer,N,Yes,9,35
1297,Shay,Gimbart,Male,91,12-02-1981,Social Worker,Health,Mass Customer,N,No,3,43
1298,Guglielmo,Yele,Male,35,06-04-1974,Research Nurse,Health,Mass Customer,N,No,16,50
1299,Maddy,Aiskovitch,Female,72,17-01-1977,Media Manager IV,Missing,Affluent Customer,N,No,12,47
1300,Sisely,Strelitzer,Female,0,10-03-1991,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,9,33
1301,Trix,None,Female,17,25-11-1991,Structural Analysis Engineer,Health,Mass Customer,N,No,9,32
1302,Ericka,Eggers,Female,29,03-05-1998,Biostatistician I,Financial Services,Affluent Customer,N,Yes,2,26
1303,Nollie,Guilliatt,Male,64,27-04-1972,Missing,Argiculture,Mass Customer,N,No,15,52
1304,Emmy,Lumbly,Male,23,16-11-1977,Administrative Assistant III,Missing,High Net Worth,N,No,11,46
1305,Averil,Gentiry,Male,97,01-03-1970,Executive Secretary,Financial Services,High Net Worth,N,Yes,6,54
1306,Doyle,Oleksinski,Male,13,12-04-1956,Occupational Therapist,Health,Affluent Customer,N,Yes,13,68
1307,Emlyn,Musgrave,Female,73,06-09-1970,Dental Hygienist,Health,High Net Worth,N,Yes,10,53
1308,Andrey,Conre,Male,34,27-08-1976,Analog Circuit Design manager,Missing,Affluent Customer,N,Yes,18,47
1309,Adlai,Fabry,Male,95,22-03-1977,VP Marketing,Missing,Mass Customer,N,No,13,47
1310,Keane,Leebeter,Male,38,20-12-1986,Geological Engineer,Manufacturing,High Net Worth,N,Yes,13,37
1311,Sharona,Cunah,Female,89,06-10-1984,VP Accounting,Financial Services,Mass Customer,N,Yes,13,39
1312,Magda,Baugh,Female,96,16-07-1994,Food Chemist,Health,Affluent Customer,N,No,8,29
1313,Hughie,Laboune,Male,59,09-02-1986,Analyst Programmer,Property,Mass Customer,N,No,22,38
1314,De,Eilhart,Female,25,23-02-1970,Clinical Specialist,Health,Mass Customer,N,Yes,6,54
1315,Ebba,Comport,Female,46,24-06-1973,Missing,IT,Mass Customer,N,Yes,12,50
1316,Steven,Castellaccio,Male,79,06-03-1990,Recruiter,Retail,High Net Worth,N,Yes,18,34
1317,Barrett,Lindley,Male,2,18-01-1973,General Manager,Retail,Mass Customer,N,Yes,5,51
1318,Barbe,Assender,Female,10,17-08-1966,Senior Developer,Financial Services,Mass Customer,N,Yes,4,57
1319,Trevor,St. Paul,Male,20,18-07-1955,Missing,Entertainment,Mass Customer,N,Yes,12,68
1320,Fae,None,Female,4,29-10-1983,Missing,Manufacturing,High Net Worth,N,Yes,7,40
1321,Bree,Domenge,Female,29,05-07-1994,Editor,Argiculture,Affluent Customer,N,No,8,29
1322,Kathye,Christie,Female,37,16-10-2001,Data Coordiator,Financial Services,Mass Customer,N,Yes,1,22
1323,Kristofor,Mockes,Male,27,04-04-1988,Account Executive,Missing,High Net Worth,N,Yes,9,36
1324,Randie,Arnowitz,Female,88,22-02-1978,Web Designer III,Manufacturing,Mass Customer,N,No,11,46
1325,Ty,Belliard,Male,67,25-08-1968,Account Executive,Argiculture,High Net Worth,N,Yes,14,55
1326,Goddard,Tinn,Male,15,23-02-1966,Biostatistician III,Health,Affluent Customer,N,Yes,5,58
1327,Sarita,Khosa,Female,57,25-11-1995,Director of Sales,Property,Affluent Customer,N,No,6,28
1328,Stavro,Gargett,Male,19,02-09-1981,Budget/Accounting Analyst IV,IT,Mass Customer,N,Yes,6,42
1329,Wendy,Randlesome,Female,65,15-07-1989,Database Administrator IV,Missing,Mass Customer,N,No,11,34
1330,Gery,Headrick,Male,20,02-08-1985,Technical Writer,Missing,Affluent Customer,N,No,19,38
